Player Name ,ODI Year : Run,Total Carrier Runs
TM Dowlin,"year 2009: Run 100*
year 2010: Run 8
",228
SO Dowrich,"year 2019: Run 6
",6
VC Drakes,"year 1995: Run 25
year 2002: Run 0
year 2003: Run 68
year 2004: Run 1
",94
PJL Dujon,"year 1981: Run 0
year 1982: Run 134
year 1983: Run 190
year 1984: Run 262
year 1985: Run 199
year 1986: Run 164
year 1987: Run 234
year 1988: Run 254
year 1989: Run 295
year 1990: Run 70
year 1991: Run 143
",1945
FH Edwards,"year 2003: Run -
year 2004: Run 4
year 2005: Run 0
year 2006: Run 14
year 2007: Run 2
year 2008: Run 30
year 2009: Run 23
",73
KA Edwards,"year 2011: Run 153
year 2014: Run 178
",331
RR Emrit,"year 2007: Run 13
",13
SE Findlay,"year 2008: Run 59*
year 2009: Run 8
",146
ADS Fletcher,"year 2008: Run 58
year 2009: Run 140
year 2010: Run 58
year 2015: Run 9
year 2016: Run 89
",354
MLC Foster,"year 1973: Run 25
",25
RC Fredericks,"year 1973: Run 109
year 1975: Run 137
year 1976: Run 21
year 1977: Run 44
",311
RS Gabriel,"year 1984: Run 41
",167
ST Gabriel,"year 2016: Run 6
year 2017: Run 15
year 2019: Run 0
",21
D Ganga,"year 1999: Run 1
year 2001: Run 610
year 2002: Run 80
year 2006: Run 152
",843
J Garner,"year 1977: Run -
year 1978: Run 13
year 1979: Run 25
year 1980: Run 32
year 1981: Run 6
year 1982: Run 6
year 1983: Run 42
year 1984: Run 30
year 1985: Run 42
year 1986: Run 3
year 1987: Run 40
",239
LV Garrick,"year 2001: Run 76
",99
CH Gayle,"year 1999: Run 58
year 2000: Run 273
year 2001: Run 722
year 2002: Run 1097
year 2003: Run 981
year 2004: Run 722
year 2005: Run 563
year 2006: Run 1217
year 2007: Run 611
year 2008: Run 632
year 2009: Run 553
year 2010: Run 456
year 2011: Run 202
year 2012: Run 345
year 2013: Run 311
year 2014: Run 67
year 2015: Run 411
year 2017: Run 199
year 2018: Run 307
year 2019: Run 424
",10096
LR Gibbs,"year 1973: Run 0
year 1975: Run -
",0
OD Gibson,"year 1995: Run 33*
year 1996: Run 52
year 1997: Run 3
",141
HA Gomes,"year 1978: Run 7
year 1980: Run 36
year 1981: Run 56
year 1982: Run 100
year 1983: Run 343
year 1984: Run 205
year 1985: Run 430
year 1986: Run 83
year 1987: Run 155
",1415
AH Gray,"year 1985: Run 7
year 1986: Run 13
year 1987: Run 23
year 1988: Run -
year 1991: Run 8
",51
AE Greenidge,"year 1978: Run 23
",23
CG Greenidge,"year 1975: Run 129
year 1976: Run 98
year 1977: Run 8
year 1979: Run 429
year 1980: Run 469
year 1981: Run 148
year 1982: Run 292
year 1983: Run 749
year 1984: Run 223
year 1985: Run 367
year 1986: Run 330
year 1987: Run 446
year 1988: Run 782
year 1989: Run 399
year 1990: Run 156
year 1991: Run 109
",5134
AFG Griffith,"year 1996: Run 1
year 1997: Run 49
year 1999: Run 4
year 2000: Run 45
",99
RA Harper,"year 1983: Run 0
year 1984: Run -
year 1985: Run 86
year 1986: Run 131
year 1987: Run 131
year 1988: Run 46
year 1989: Run 22
year 1992: Run 3
year 1993: Run 50
year 1994: Run 86
year 1995: Run 150
year 1996: Run 150
",855
DL Haynes,"year 1978: Run 148
year 1979: Run 298
year 1980: Run 171
year 1981: Run 294
year 1982: Run 131
year 1983: Run 520
year 1984: Run 813
year 1985: Run 1232
year 1986: Run 416
year 1987: Run 562
year 1988: Run 746
year 1989: Run 1007
year 1990: Run 283
year 1991: Run 440
year 1992: Run 645
year 1993: Run 674
year 1994: Run 268
",8648
RC Haynes,"year 1989: Run 26
year 1990: Run 0
year 1991: Run 0
",26
RGA Headley,"year 1973: Run 19
",19
C Hemraj,"year 2018: Run 32
",82
SO Hetmyer,"year 2017: Run 29
year 2018: Run 127
year 2019: Run 104*
",899
RO Hinds,"year 2001: Run 31
year 2002: Run 62
year 2004: Run 8
",101
WW Hinds,"year 1999: Run 277
year 2000: Run 413
year 2001: Run 361
year 2002: Run 507
year 2003: Run 687
year 2004: Run 105
year 2005: Run 277
year 2006: Run 208
year 2010: Run 45
",2880
JO Holder,"year 2013: Run 68
year 2014: Run 41
year 2015: Run 263
year 2016: Run 236
year 2017: Run 410
year 2018: Run 405
year 2019: Run 151
",1574
RIC Holder,"year 1993: Run 75
year 1994: Run 111
year 1995: Run 106
year 1996: Run 194
year 1997: Run 113
",599
VA Holder,"year 1973: Run 10
year 1975: Run 22
year 1976: Run 2
year 1978: Run 30
",64
MA Holding,"year 1976: Run 19
year 1979: Run 2
year 1980: Run 13
year 1981: Run 11
year 1982: Run 21
year 1983: Run 38
year 1984: Run 94
year 1985: Run 19
year 1986: Run 5
year 1987: Run 60
",282
CL Hooper,"year 1987: Run 159
year 1988: Run 489
year 1989: Run 110
year 1990: Run 158
year 1991: Run 379
year 1992: Run 293
year 1993: Run 589
year 1994: Run 513
year 1995: Run 414
year 1996: Run 224
year 1997: Run 635
year 1998: Run 281
year 1999: Run 368
year 2001: Run 534
year 2002: Run 516
year 2003: Run 99
",5761
KA Hope,"year 2017: Run 46
",138
SD Hope,"year 2016: Run 187
year 2017: Run 600
year 2018: Run 875
year 2019: Run 585
",2247
RO Hurley,"year 2003: Run 0
year 2004: Run 6
",13
DP Hyatt,"year 2011: Run 39
",112
RD Jacobs,"year 1996: Run 13
year 1998: Run 47
year 1999: Run 600
year 2000: Run 294
year 2001: Run 471
year 2002: Run 220
year 2003: Run 132
year 2004: Run 88
",1865
KCB Jeremy,"year 2000: Run 4*
year 2001: Run 8*
",17
LR Johnson,"year 2008: Run 79
year 2015: Run 19
",98
AS Joseph,"year 2016: Run 2
year 2017: Run 72
year 2018: Run 30
",104
SC Joseph,"year 2000: Run 28
year 2001: Run 29
year 2004: Run 30
year 2005: Run 74
",161
BD Julien,"year 1973: Run 0
year 1975: Run 57
year 1976: Run 9
year 1977: Run 20
",86
AI Kallicharran,"year 1973: Run 79
year 1975: Run 234
year 1977: Run 24
year 1978: Run 41
year 1979: Run 182
year 1980: Run 264
year 1981: Run 2
",826
RB Kanhai,"year 1973: Run 55
year 1975: Run 109
",164
CL King,"year 1976: Run 22
year 1977: Run 0
year 1979: Run 170
year 1980: Run 88
",280
RD King,"year 1998: Run 7
year 1999: Run 33
year 2000: Run 22
year 2001: Run -
year 2005: Run 3
",65
CB Lambert,"year 1990: Run 48
year 1991: Run 84
year 1998: Run 236
year 2004: Run 39
",368
BC Lara,"year 1990: Run 11
year 1991: Run 263
year 1992: Run 794
year 1993: Run 1349
year 1994: Run 479
year 1995: Run 806
year 1996: Run 692
year 1997: Run 755
year 1998: Run 386
year 1999: Run 631
year 2000: Run 359
year 2001: Run 732
year 2002: Run 292
year 2003: Run 888
year 2004: Run 484
year 2005: Run 438
year 2006: Run 660
year 2007: Run 386
",10348
JJC Lawson,"year 2001: Run 3
year 2002: Run -
year 2003: Run -
year 2004: Run 4
year 2005: Run 11
",18
E Lewis,"year 2016: Run 224
year 2017: Run 512
year 2018: Run 274
",1010
RN Lewis,"year 1997: Run 38
year 1998: Run 51
year 1999: Run 68
year 2006: Run 15
year 2007: Run 33
year 2008: Run 43
year 2009: Run 43
",291
CH Lloyd,"year 1973: Run 31
year 1975: Run 159
year 1976: Run 126
year 1977: Run 45
year 1979: Run 143
year 1980: Run 96
year 1981: Run 240
year 1982: Run 249
year 1983: Run 184
year 1984: Run 336
year 1985: Run 368
",1977
AL Logie,"year 1981: Run -
year 1982: Run -
year 1983: Run 6
year 1984: Run 248
year 1985: Run 500
year 1986: Run 161
year 1987: Run 512
year 1988: Run 499
year 1989: Run 287
year 1990: Run 27
year 1991: Run 289
year 1992: Run 122
year 1993: Run 158
",2809
OC McCoy,"year 2018: Run 0*
",0
NC McGarrell,"year 1998: Run -
year 1999: Run 25
year 2001: Run 35
",60
NAM McLean,"year 1996: Run 7
year 1997: Run 1
year 1998: Run 7
year 1999: Run 119
year 2000: Run 81
year 2001: Run 94
year 2003: Run 5
",314
MD Marshall,"year 1980: Run 18
year 1981: Run 45
year 1982: Run 37
year 1983: Run 47
year 1984: Run 134
year 1985: Run 79
year 1986: Run 89
year 1987: Run 52
year 1988: Run 104
year 1989: Run 167
year 1990: Run 39
year 1991: Run 120
year 1992: Run 24
",955
XM Marshall,"year 2005: Run 98
year 2008: Run 275
year 2009: Run 2
year 2019: Run 11
",375
A Martin,"year 2011: Run 4*
",10
EH Mattis,"year 1981: Run 62
",86
NO Miller,"year 2008: Run 25
year 2009: Run 136
year 2010: Run 62
year 2011: Run 29
year 2014: Run 12
year 2015: Run -
year 2017: Run 20
year 2018: Run -
",284
D Mohammed,"year 2006: Run 0
year 2008: Run -
",0
JN Mohammed,"year 2011: Run 2
year 2015: Run 4
year 2017: Run 523
year 2018: Run 22
",551
RS Morton,"year 2002: Run 19
year 2005: Run 180
year 2006: Run 685
year 2007: Run 352
year 2008: Run 94
year 2009: Run 182
year 2010: Run 7
",1519
EA Moseley,"year 1990: Run 2*
year 1991: Run 2
",7
DA Murray,"year 1973: Run 1
year 1978: Run 2
year 1980: Run 35
year 1981: Run 7
",45
DL Murray,"year 1973: Run 11
year 1975: Run 113
year 1976: Run 28
year 1977: Run 11
year 1978: Run 51
year 1979: Run 64
year 1980: Run 16
",294
JR Murray,"year 1992: Run 29
year 1993: Run 64
year 1994: Run 6
year 1995: Run 114
year 1996: Run 118
year 1997: Run 226
year 1998: Run 7
year 1999: Run 114
",678
MV Nagamootoo,"year 2000: Run 46
year 2001: Run 90
year 2002: Run 26
",162
SP Narine,"year 2011: Run 35
year 2012: Run 107
year 2013: Run 116
year 2014: Run 24
year 2015: Run 9
year 2016: Run 72
",363
BP Nash,"year 2008: Run 39*
year 2009: Run 15
",104
AR Nurse,"year 2016: Run 7
year 2017: Run 232
year 2018: Run 129
year 2019: Run 114
",482
BA Parchment,"year 2007: Run 25
year 2008: Run 48
",122
DR Parry,"year 1978: Run 5
year 1979: Run 4
year 1980: Run 52
",61
NT Pascal,"year 2009: Run 0
",0
BP Patterson,"year 1986: Run -
year 1987: Run 4
year 1988: Run 18
year 1989: Run -
year 1991: Run 19
year 1992: Run 0
year 1993: Run 3
",44
KMA Paul,"year 2018: Run 36
",115
TRO Payne,"year 1984: Run -
year 1985: Run 48
year 1986: Run -
year 1987: Run 78
",126
V Permaul,"year 2012: Run 11
year 2013: Run 0
year 2017: Run 8
",19
NO Perry,"year 1999: Run 121
year 2000: Run 91
",212
N Phillip,"year 1978: Run 0
",0
KA Pollard,"year 2007: Run 10
year 2008: Run 14
year 2009: Run 123
year 2010: Run 391
year 2011: Run 528
year 2012: Run 481
year 2013: Run 322
year 2014: Run 173
year 2016: Run 247
",2289
N Pooran,"year 2019: Run 0
",0
DBL Powell,"year 2002: Run -
year 2003: Run -
year 2005: Run 14
year 2006: Run -
year 2007: Run 60
year 2008: Run 39
year 2009: Run 5
",118
KOA Powell,"year 2009: Run 5
year 2011: Run 47
year 2012: Run 104
year 2013: Run 463
year 2014: Run 153
year 2017: Run 125
year 2018: Run 108
",1005
R Powell,"year 2016: Run 77
year 2017: Run 220
year 2018: Run 373
",670
RL Powell,"year 1999: Run 464
year 2000: Run 253
year 2001: Run 289
year 2002: Run 242
year 2003: Run 302
year 2004: Run 474
year 2005: Run 61
",2085
MR Pydanna,"year 1980: Run 2
year 1983: Run -
",2
RR Ramdass,"year 2005: Run 1
",1
D Ramdin,"year 2005: Run 127
year 2006: Run 173
year 2007: Run 173
year 2008: Run 83
year 2009: Run 184
year 2010: Run 159
year 2011: Run 168
year 2012: Run 38
year 2013: Run 50
year 2014: Run 516
year 2015: Run 253
year 2016: Run 276
",2200
D Ramnarine,"year 1997: Run -
year 2000: Run 2
year 2001: Run 3
",5
R Rampaul,"year 2003: Run 1
year 2004: Run 34
year 2007: Run 50
year 2008: Run 3
year 2009: Run 23
year 2010: Run 54
year 2011: Run 130
year 2012: Run 44
year 2013: Run 3
year 2014: Run 17
year 2015: Run 3
",362
FL Reifer,"year 1997: Run 9
year 1999: Run 22
year 2009: Run 86
",117
RA Reifer,"year 2019: Run 7
",7
ACL Richards,"year 2007: Run 2
",2
DM Richards,"year 2009: Run 20
year 2010: Run 59
",179
IVA Richards,"year 1975: Run 112
year 1976: Run 216
year 1977: Run 20
year 1978: Run 9
year 1979: Run 526
year 1980: Run 328
year 1981: Run 156
year 1982: Run 383
year 1983: Run 730
year 1984: Run 695
year 1985: Run 1231
year 1986: Run 333
year 1987: Run 890
year 1988: Run 321
year 1989: Run 492
year 1990: Run 59
year 1991: Run 220
",6721
RB Richardson,"year 1983: Run 46
year 1984: Run 382
year 1985: Run 701
year 1986: Run 539
year 1987: Run 456
year 1988: Run 593
year 1989: Run 813
year 1990: Run 341
year 1991: Run 658
year 1992: Run 553
year 1993: Run 435
year 1994: Run 124
year 1995: Run 246
year 1996: Run 361
",6248
KAJ Roach,"year 2008: Run -
year 2009: Run 17
year 2010: Run 3
year 2011: Run 106
year 2012: Run 18
year 2013: Run 72
year 2014: Run -
year 2015: Run 0
year 2018: Run 60
year 2019: Run 4
",280
AME Roberts,"year 1975: Run 27
year 1976: Run 7
year 1977: Run -
year 1978: Run 3
year 1979: Run 48
year 1980: Run 38
year 1981: Run 21
year 1982: Run 21
year 1983: Run 66
",231
FA Rose,"year 1997: Run 56
year 1998: Run 27
year 2000: Run 134
",217
LG Rowe,"year 1975: Run 5
year 1976: Run 59
year 1979: Run 65
year 1980: Run 7
",136
AD Russell,"year 2011: Run 336
year 2012: Run 259
year 2013: Run 65
year 2014: Run 57
year 2015: Run 268
year 2018: Run 13
",998
DJG Sammy,"year 2004: Run -
year 2007: Run 18
year 2008: Run 136
year 2009: Run 197
year 2010: Run 157
year 2011: Run 212
year 2012: Run 343
year 2013: Run 398
year 2014: Run 126
year 2015: Run 284
",1871
MN Samuels,"year 2000: Run 19
year 2001: Run 664
year 2002: Run 404
year 2003: Run 325
year 2005: Run 36
year 2006: Run 263
year 2007: Run 630
year 2008: Run 172
year 2011: Run 460
year 2012: Run 482
year 2013: Run 447
year 2014: Run 303
year 2015: Run 601
year 2016: Run 374
year 2017: Run 61
year 2018: Run 365
",5606
RG Samuels,"year 1996: Run 7
year 1997: Run 36*
",54
RR Sarwan,"year 2000: Run 20
year 2001: Run 174
year 2002: Run 878
year 2003: Run 479
year 2004: Run 791
year 2005: Run 419
year 2006: Run 963
year 2007: Run 375
year 2008: Run 401
year 2009: Run 407
year 2010: Run 191
year 2011: Run 546
year 2013: Run 160
",5804
KF Semple,"year 1999: Run 23
",64
IT Shillingford,"year 1978: Run 24
",30
S Shivnarine,"year 1978: Run 20*
",20
LMP Simmons,"year 2006: Run 91
year 2007: Run 35
year 2009: Run 122
year 2010: Run 60
year 2011: Run 792
year 2012: Run 52
year 2013: Run 371
year 2014: Run 262
year 2015: Run 173
",1958
PV Simmons,"year 1987: Run 204
year 1988: Run 444
year 1989: Run 139
year 1991: Run 163
year 1992: Run 467
year 1993: Run 685
year 1994: Run 475
year 1995: Run 329
year 1996: Run 336
year 1997: Run 214
year 1998: Run 76
year 1999: Run 143
",3675
MA Small,"year 1984: Run -
",-
DR Smith,"year 2004: Run 262
year 2005: Run 212
year 2006: Run 217
year 2007: Run 100
year 2010: Run 134
year 2012: Run 177
year 2014: Run 236
year 2015: Run 222
",1560
DS Smith,"year 2003: Run 36
year 2004: Run 93
year 2007: Run 273
year 2008: Run 110
year 2009: Run 169
year 2011: Run 333
year 2013: Run 45
",1059
GS Sobers,"year 1973: Run 0
",0
CEL Stuart,"year 2001: Run 3*
",3
JE Taylor,"year 2003: Run -
year 2006: Run 25
year 2007: Run 44
year 2008: Run 84
year 2009: Run 45
year 2010: Run 6
year 2014: Run 11
year 2015: Run 40
year 2016: Run 21
year 2017: Run 2
",278
DC Thomas,"year 2009: Run 29
year 2011: Run 41
year 2012: Run 120
year 2013: Run 48
",238
O Thomas,"year 2018: Run 0*
year 2019: Run 0
",0
PIC Thompson,"year 1997: Run 2
",2
GC Tonge,"year 2009: Run 5
",10
CM Tuckett,"year 1998: Run -
",-
PA Wallace,"year 1991: Run 155
year 1992: Run 59
year 1996: Run 3
year 1997: Run 40
year 1998: Run 293
year 1999: Run 4
year 2000: Run 147
",701
CA Walsh,"year 1985: Run 7
year 1986: Run 2
year 1987: Run 39
year 1988: Run 28
year 1989: Run 53
year 1990: Run -
year 1991: Run 37
year 1992: Run 0
year 1993: Run 37
year 1994: Run 37
year 1995: Run 12
year 1996: Run 34
year 1997: Run 5
year 1998: Run 1
year 1999: Run 11
year 2000: Run 18
",321
CAK Walton,"year 2009: Run 0
year 2014: Run 17
year 2017: Run 36
",53
D Williams,"year 1988: Run 6
year 1989: Run -
year 1990: Run 10
year 1991: Run 23
year 1992: Run 55
year 1993: Run 25
year 1997: Run 28
",147
KOK Williams,"year 2017: Run 16*
year 2018: Run -
",19
LR Williams,"year 1996: Run 6
year 1997: Run 14
year 1998: Run 1
year 2000: Run 41
year 2001: Run 62
",124
SC Williams,"year 1994: Run 300
year 1995: Run 341
year 1996: Run 97
year 1997: Run 626
year 1998: Run 137
year 1999: Run 85
",1586
KJ Arnott,"year 1987: Run 112
year 1992: Run 94
year 1993: Run 32
",238
AM Blignaut,"year 1999: Run 50
year 2000: Run 3
year 2001: Run 74
year 2002: Run 118
year 2003: Run 210
year 2004: Run 78
year 2005: Run 92
year 2010: Run 1
",626
DH Brain,"year 1992: Run 24
year 1993: Run 61
year 1994: Run 18
year 1995: Run 14
",117
EA Brandes,"year 1987: Run 21
year 1992: Run 73
year 1993: Run 83
year 1994: Run 5
year 1995: Run 5
year 1996: Run 33
year 1997: Run 30
year 1998: Run 80
year 1999: Run 74
",404
GB Brent,"year 1996: Run 1
year 1998: Run 24
year 1999: Run 10
year 2000: Run 36
year 2001: Run 87
year 2002: Run 16
year 2003: Run 10
year 2004: Run 18
year 2006: Run 49
year 2007: Run 113
year 2008: Run 44
",408
GA Briant,"year 1993: Run 16
",39
RD Brown,"year 1983: Run 93
year 1987: Run 17
",110
GK Bruk-Jackson,"year 1993: Run 12
",12
RP Burl,"year 2017: Run 116
year 2018: Run 23
year 2019: Run 1
",140
MG Burmester,"year 1992: Run 28
year 1995: Run 81
",109
IP Butchart,"year 1983: Run 82
year 1987: Run 98
year 1992: Run 60
year 1993: Run -
year 1994: Run 10
year 1995: Run 2
",252
ADR Campbell,"year 1992: Run 13
year 1993: Run 223
year 1994: Run 184
year 1995: Run 142
year 1996: Run 278
year 1997: Run 649
year 1998: Run 805
year 1999: Run 703
year 2000: Run 960
year 2001: Run 837
year 2002: Run 384
year 2003: Run 7
",5185
SV Carlisle,"year 1995: Run 13
year 1996: Run 53
year 1997: Run 13
year 1999: Run 374
year 2000: Run 686
year 2001: Run 1082
year 2002: Run 151
year 2004: Run 304
year 2005: Run 64
",2740
RW Chakabva,"year 2008: Run 41
year 2010: Run 85
year 2011: Run 50
year 2012: Run 37
year 2013: Run 37
year 2014: Run 90
year 2015: Run 114
year 2019: Run 145
",599
BB Chari,"year 2015: Run 76
year 2016: Run 52
year 2018: Run 3
year 2019: Run 19
",150
TL Chatara,"year 2013: Run 27
year 2014: Run 49
year 2015: Run 23
year 2016: Run 6
year 2017: Run 11
year 2018: Run 43
year 2019: Run -
",159
CJ Chibhabha,"year 2005: Run 0
year 2006: Run 498
year 2007: Run 229
year 2008: Run 201
year 2009: Run 106
year 2010: Run 135
year 2011: Run 78
year 2013: Run 65
year 2015: Run 859
year 2016: Run 175
year 2018: Run 43
",2389
E Chigumbura,"year 2004: Run 308
year 2005: Run 106
year 2006: Run 489
year 2007: Run 390
year 2008: Run 170
year 2009: Run 630
year 2010: Run 368
year 2011: Run 282
year 2012: Run 94
year 2013: Run 161
year 2014: Run 392
year 2015: Run 772
year 2016: Run 67
year 2018: Run 111
",4289
MT Chinouya,"year 2013: Run 6*
",6
TS Chisoro,"year 2015: Run 30
year 2016: Run 54
year 2018: Run 50
",134
CK Coventry,"year 2003: Run 3
year 2005: Run 134
year 2006: Run 62
year 2009: Run 430
year 2010: Run 174
year 2011: Run 18
year 2015: Run 10
",831
AG Cremer,"year 2009: Run 95
year 2010: Run 122
year 2011: Run 99
year 2015: Run 122
year 2016: Run 145
year 2017: Run 41
year 2018: Run 120
",744
GJ Crocker,"year 1992: Run 50
year 1993: Run 36*
",98
KM Curran,"year 1983: Run 212
year 1987: Run 75
",287
KM Dabengwa,"year 2005: Run -
year 2006: Run 128
year 2007: Run 71
year 2008: Run 137
year 2009: Run 97
year 2010: Run 81
",514
SG Davies,"year 1996: Run 45
",67
MH Dekker,"year 1992: Run 134
year 1993: Run 116
year 1994: Run 84
year 1995: Run 5
year 1996: Run 40
",379
KG Duers,"year 1992: Run 5
",7
T Duffin,"year 2006: Run 88
year 2007: Run 37
",546
DD Ebrahim,"year 2001: Run 547
year 2002: Run 159
year 2003: Run 219
year 2004: Run 490
year 2005: Run 28
",1443
CR Ervine,"year 2010: Run 324
year 2011: Run 257
year 2013: Run 121
year 2015: Run 698
year 2016: Run 168
year 2017: Run 234
year 2018: Run 374
year 2019: Run 139
",2315
SM Ervine,"year 2001: Run 75
year 2002: Run 74
year 2003: Run 229
year 2004: Run 320
",698
EA Essop-Adam,"year 1992: Run 14*
",14
CN Evans,"year 1992: Run 35
year 1995: Run 8
year 1996: Run 211
year 1997: Run 237
year 1998: Run 174
year 1999: Run 2
year 2002: Run 97
",764
GM Ewing,"year 2004: Run 0
year 2005: Run 46
",97
DAG Fletcher,"year 1983: Run 71*
",191
A Flower,"year 1992: Run 374
year 1993: Run 270
year 1994: Run 225
year 1995: Run 163
year 1996: Run 372
year 1997: Run 766
year 1998: Run 772
year 1999: Run 852
year 2000: Run 943
year 2001: Run 1060
year 2002: Run 657
year 2003: Run 332
",6786
GW Flower,"year 1992: Run 97
year 1993: Run 256
year 1994: Run 133
year 1995: Run 138
year 1996: Run 472
year 1997: Run 843
year 1998: Run 928
year 1999: Run 784
year 2000: Run 648
year 2001: Run 1116
year 2002: Run 394
year 2003: Run 468
year 2004: Run 259
year 2010: Run 35
",6571
TJ Friend,"year 2000: Run 30
year 2001: Run 104
year 2002: Run 261
year 2003: Run 137
year 2004: Run 16
",548
TN Garwe,"year 2009: Run -
",-
MW Goodwin,"year 1998: Run 722
year 1999: Run 600
year 2000: Run 496
",1818
TR Gripper,"year 2001: Run 41
year 2003: Run 39
",80
JG Heron,"year 1983: Run 18
",50
RS Higgins,"year 2006: Run 7*
",15
VR Hogg,"year 1983: Run 7*
",7
DT Hondo,"year 2001: Run 5
year 2002: Run 32
year 2003: Run 24
year 2004: Run 32
year 2005: Run 34
",127
DL Houghton,"year 1983: Run 176
year 1987: Run 226
year 1992: Run 238
year 1993: Run 369
year 1994: Run 97
year 1995: Run 173
year 1996: Run 33
year 1997: Run 218
",1530
AG Huckle,"year 1997: Run 1
year 1998: Run 8
year 1999: Run 0
",9
